"trait","valence","desirability","category","interpersonal","observability","prevalence","clusterName","cluster","outDegree","inDegree","between","eigen","close","efficiency","transitivity","pageRank"
"Experienced","positive",6.062,1.463,3.5,4.947,4.789,"Knowledgeable",3,16,16,65.6098781229338,0.271718189035117,0.00371747211895911,0.7125,0.268145161290323,0.00481619201193459
"Extraverted","positive",5.562,1.7,5.389,5.789,5.053,"Outgoing",5,5,23,31.3296809041119,0.352484909294877,0.003584229390681,0.9,0.285714285714286,0.0069921932828086
"Fair","positive",6.188,1.404,5,4.684,4.789,"Respectful",2,26,15,57.7795572543692,0.313015356637315,0.00384615384615385,0.78051282051282,0.346341463414634,0.00418131088597446
"Faithful","positive",5.938,1.298,5.111,4.263,5,"Respectful",2,8,28,69.1113134786089,0.524771685577988,0.00381679389312977,0.660714285714286,0.317460317460317,0.00795813591758512
"Fearless","positive",5.625,1.618,3.889,4.684,3.684,"Thoughtful",4,4,15,30.6591026298694,0.259068560479306,0.003584229390681,0.833333333333333,0.315789473684211,0.00557219650175806
"Flexible","positive",5.75,1.263,4.667,5.053,5.053,"Respectful",2,30,23,318.076240069792,0.452280631842479,0.004,0.647126436781609,0.232946298984035,0.00897889349869461
"Foresighted","positive",5.938,1.9,3.722,4.053,3.737,"Knowledgeable",3,22,14,48.3758875500427,0.250290897974865,0.00380228136882129,0.717893217893218,0.371428571428571,0.00347991451373559
"Frank","positive",5.125,1.741,5.167,5.105,4.421,"Thoughtful",4,20,11,114.268774539206,0.159017829500064,0.00374531835205993,0.67280701754386,0.243010752688172,0.00425895542288205
"Friendly","positive",6.562,1.944,6.167,5.684,5.526,"Respectful",2,54,19,332.861033566104,0.356370267388327,0.00432900432900433,0.67912881434894,0.250380517503805,0.00579505001271412
"Fun","positive",6.25,1.251,4.389,5,5.158,"Outgoing",5,23,17,195.127337426556,0.281614061053436,0.00371747211895911,0.664361001317523,0.206410256410256,0.00784396091675296
"Funny","positive",5.812,1.228,5.5,5.632,4.842,"Outgoing",5,18,27,156.62367283285,0.458366358225214,0.00381679389312977,0.730936819172113,0.247474747474747,0.0105780787322532
"Generous","positive",6.312,1.32,5.389,4.947,4.632,"Respectful",2,18,35,152.295881800456,0.71507899713003,0.00396825396825397,0.71078431372549,0.27866473149492,0.0105816143816603
"Gentle","positive",5.562,1.417,4.778,4.842,4.526,"Respectful",2,25,21,196.860675981172,0.387382280203391,0.00387596899224806,0.695,0.218357487922705,0.00654760347559207
"Giving","positive",6.125,1.219,5.444,4.895,5,"Respectful",2,16,20,83.4297584954535,0.407438969408356,0.00377358490566038,0.695833333333333,0.319047619047619,0.00665734261118319
"Glad","positive",6.062,1.51,3.611,4.684,5.158,"Respectful",2,8,10,16.0766359537174,0.20063014822562,0.00338983050847458,0.68452380952381,0.437908496732026,0.00371687649039452
"Good","positive",6.188,1.219,4.5,4.632,5.632,"Respectful",2,40,13,179.333475800105,0.306143255553157,0.00401606425702811,0.66474358974359,0.275761973875181,0.00438708862088914
"Good-humored","positive",6,1.6,5.167,5.579,4.842,"Outgoing",5,22,12,122.532531403593,0.215551886822858,0.00374531835205993,0.75036075036075,0.272727272727273,0.00480863417754995
"Good-natured","positive",6.375,1.298,5.444,5.105,5.105,"Respectful",2,53,48,929.504585183185,0.965146996073304,0.00440528634361234,0.69496855345912,0.161782178217822,0.0157000652484401
"Good-tempered","positive",6.25,1.698,5.111,5.316,4.737,"Respectful",2,35,20,135.823721470684,0.410072382271471,0.00398406374501992,0.715686274509804,0.255892255892256,0.00490071389035541
"Graceful","positive",5.938,2.118,4.389,5.158,4.211,"Level-headed",1,13,22,103.197019224823,0.460860216860704,0.00367647058823529,0.741452991452991,0.218487394957983,0.0106888398701083
"Healthy","positive",6.188,1.873,3.611,5,4.895,"Thoughtful",4,6,7,19.3580296822964,0.120753195925343,0.00350877192982456,0.233333333333333,0.179487179487179,0.00305264326050537
"Helpful","positive",6.562,1.091,5.667,5.632,5.053,"Respectful",2,30,18,114.335434081941,0.364772883352027,0.00389105058365759,0.73639846743295,0.289007092198582,0.00504608916969008
"Honest","positive",5.938,2.32,5.833,5,4.947,"Respectful",2,23,13,53.270634430139,0.238130823440343,0.00374531835205993,0.760210803689065,0.284126984126984,0.00367521892102261
"Hospitable","positive",6,1.766,5.444,5.263,5.158,"Respectful",2,12,34,90.1564584826079,0.693519122077325,0.00393700787401575,0.707070707070707,0.318840579710145,0.0118505591049451
"Humble","positive",6.062,1.622,4.833,5.684,4.579,"Respectful",2,19,26,135.211066179064,0.508051189636943,0.00395256916996047,0.713450292397661,0.318181818181818,0.00818911401296539
"Humorous","positive",5.75,1.409,5.222,5.684,5.105,"Outgoing",5,9,14,8.47378477287815,0.217120733071228,0.00340136054421769,0.944444444444444,0.359683794466403,0.00493870754559831
"Industrious","positive",5.688,1.625,3.722,4.105,4.158,"Knowledgeable",3,20,18,162.30201206807,0.277132577793666,0.00380228136882129,0.68859649122807,0.251778093883357,0.0055132558652715
"Innocent","positive",5.125,1.7,3.056,4.842,4.316,"Respectful",2,17,32,211.245714845713,0.62000115002131,0.00389105058365759,0.646446078431373,0.21343537414966,0.0116822232196131
"Inquisitive","positive",5.688,1.841,4.944,4.684,3.947,"Knowledgeable",3,28,24,283.995066443189,0.363681585680085,0.00398406374501992,0.658509700176367,0.214932126696833,0.00637616956875496
"Inventive","positive",5.688,1.839,3.444,4.211,3.895,"Knowledgeable",3,19,30,245.927708876969,0.513942221077369,0.00395256916996047,0.532456140350877,0.237244897959184,0.00896323288366972
"Knowledgeable","positive",6.25,1.576,3.778,4.789,4.611,"Knowledgeable",3,56,27,573.547546649997,0.517123759991012,0.00431034482758621,0.657034632034632,0.178372024684102,0.00965258112089393
"Lenient","positive",5.375,1.326,4.722,5,4.316,"Respectful",2,10,16,27.0818818989028,0.299654787636317,0.0036231884057971,0.737037037037037,0.390769230769231,0.0049199279799285
"Level-headed","positive",6,1.73,3.944,4.737,4.368,"Level-headed",1,56,17,268.128329025823,0.376959557124993,0.00427350427350427,0.661904761904762,0.222602739726027,0.00551187687403451
"Lively","positive",5.688,1.435,4.833,5.316,5.421,"Outgoing",5,27,5,36.1837664368952,0.0532702661760543,0.00371747211895911,0.62630579297246,0.272177419354839,0.0022648839508757
"Loyal","positive",6.188,1.801,5.667,4.789,5.105,"Respectful",2,25,9,50.889075796076,0.169472531121989,0.00377358490566038,0.710555555555556,0.390374331550802,0.00305304096651724
"Lucky","positive",5.75,1.543,3.111,4.105,3.789,"Thoughtful",4,4,2,1.15465322448363,0.0251389007226894,0.00328947368421053,0.833333333333333,0.533333333333333,0.00143453080828099
"Mathematical","positive",4.75,1.749,2.056,4.158,3.684,"Knowledgeable",3,11,40,76.0583669546849,0.679850814945067,0.00396825396825397,0.863636363636364,0.313725490196078,0.0101792787415081
"Mature","positive",6.062,1.6,4.444,5.211,4.895,"Level-headed",1,25,26,188.292479815856,0.528559801924946,0.00396825396825397,0.685555555555556,0.253333333333333,0.00693919929079363
"Modern","positive",5.188,1.345,3.278,4.789,5.526,"Knowledgeable",3,10,13,44.4704136174934,0.234090326634791,0.003584229390681,0.548148148148148,0.245059288537549,0.0046628465211231
"Moral","positive",6.438,1.586,4.333,4.421,4.526,"Respectful",2,27,41,343.185392780546,0.762904730868275,0.00425531914893617,0.719373219373219,0.25153643546971,0.0120467868434918
"Natural","positive",5.625,1.455,4.167,4.789,4.895,"Thoughtful",4,10,8,24.9100762614839,0.127775046383647,0.00354609929078014,0.433333333333333,0.241830065359477,0.00225585331898438
"Neat","positive",5.75,1.873,3.5,5.158,4.474,"Level-headed",1,13,9,32.1199260015349,0.167614892101331,0.00353356890459364,0.641025641025641,0.311688311688312,0.00323408650516272
"Nice","positive",6.25,1.519,5.611,5,5.053,"Respectful",2,29,32,272.320938569999,0.65323671156231,0.00403225806451613,0.729885057471264,0.244808743169399,0.0101015265806084
"Normal","positive",5.5,1.249,4.222,4.842,5.211,"Thoughtful",4,13,15,57.7161243680728,0.257624468616126,0.00371747211895911,0.361111111111111,0.28042328042328,0.00460535360359142
"Open-minded","positive",5.75,1.786,5,4.737,4.947,"Thoughtful",4,36,19,292.666206069561,0.37360495928879,0.00401606425702811,0.601719576719577,0.196632996632997,0.00677233274700292
"Optimistic","positive",5.938,1.833,5,5.263,5,"Thoughtful",4,13,17,161.29493865361,0.266270477507534,0.00371747211895911,0.636752136752137,0.222988505747126,0.00416876664999888
"Orderly","positive",5.438,1.611,3.944,5.053,4.778,"Knowledgeable",3,21,23,120.132964197241,0.457028536767626,0.00392156862745098,0.629761904761905,0.305496828752643,0.00630661651306022
"Original","positive",5.938,1.228,4.111,4.316,4.316,"Thoughtful",4,19,15,107.980135643188,0.238093520435927,0.00378787878787879,0.583820662768031,0.244206773618538,0.00407369675804557
"Outgoing","positive",5.75,1.48,5.5,5.526,4.947,"Outgoing",5,27,22,308.684684766394,0.330298540559864,0.00384615384615385,0.702279202279202,0.196428571428571,0.00871388665012342
"Outspoken","positive",5.438,1.539,5.556,5.263,5.316,"Outgoing",5,23,6,58.7987868878616,0.0730616130835453,0.0036101083032491,0.647562582345191,0.251231527093596,0.00271324182293963
"Passionate","positive",5.75,1.391,5,5.474,4.684,"Thoughtful",4,29,5,78.3800539724308,0.0858622636000486,0.00378787878787879,0.591748768472906,0.238859180035651,0.00280500649074956
"Peaceful","positive",6.438,1.057,4.389,5.421,4.895,"Respectful",2,44,25,318.682200795899,0.548808761916974,0.004149377593361,0.673185341789993,0.218670076726343,0.00764946677615501
"Perfectionistic","positive",4.25,2.033,3.889,5.316,3.737,"Knowledgeable",3,22,34,199.782545401761,0.54043207959231,0.00398406374501992,0.725829725829726,0.233116883116883,0.00899690477992819
"Persevering","positive",5.812,1.724,3.556,4.737,4.895,"Knowledgeable",3,32,14,133.187824946288,0.233423050813919,0.00390625,0.651545698924731,0.232850241545894,0.00443111446186094
"Persistent","positive",5.875,1.543,4.111,5.053,4.579,"Knowledgeable",3,36,28,499.747981058624,0.46475634787195,0.0040983606557377,0.629100529100529,0.175099206349206,0.00946397936538438
"Philosophical","positive",5.25,1.312,4.176,4.368,3.789,"Knowledgeable",3,16,12,73.3740317922441,0.23891428454779,0.00366300366300366,0.618055555555556,0.28042328042328,0.00440746354305161
"Polished","positive",5.375,1.51,3.667,4.474,4.158,"Level-headed",1,22,40,396.522418705261,0.735659671999861,0.00411522633744856,0.602092352092352,0.200423056583818,0.0153202430285679
"Positive","positive",6.188,1.372,5.222,5.105,5.053,"Respectful",2,36,17,214.418788331669,0.326950338597356,0.00403225806451613,0.656481481481481,0.246008708272859,0.00480314667407832
"Practical","positive",5.562,1.359,4.056,4.789,4.632,"Knowledgeable",3,36,23,265.705879159585,0.421559714150862,0.00404858299595142,0.675396825396825,0.244301578024547,0.00737600880632034
"Precise","positive",5.625,1.967,3.556,4.789,4.263,"Knowledgeable",3,31,30,345.542695694289,0.571317586213891,0.004,0.687455197132616,0.203825136612022,0.0116524281875902
"Prideful","positive",4.312,1.853,3.833,4.737,5.263,"Thoughtful",4,7,11,35.5786902218214,0.145009211693244,0.00359712230215827,0.73015873015873,0.287581699346405,0.00434472129920781
"Prompt","positive",5.688,1.691,4,5.056,4.722,"Knowledgeable",3,10,14,22.8397695067501,0.230487711184378,0.00359712230215827,0.711111111111111,0.344202898550725,0.00359197485146743
"Prudent","positive",5.75,1.919,4,4.158,3.947,"Knowledgeable",3,12,11,28.5325804257816,0.162157057797043,0.00357142857142857,0.792929292929293,0.379446640316206,0.00289299077522532
"Punctual","positive",5.875,1.944,4.5,5.053,4.474,"Knowledgeable",3,20,15,61.8220062924179,0.26956284993108,0.0037593984962406,0.728947368421053,0.327731092436975,0.00415858066735719
"Purposeful","positive",6,1.453,3.944,4.263,4.842,"Knowledgeable",3,28,37,453.476637079171,0.561154195153084,0.00416666666666667,0.698412698412698,0.217307692307692,0.0108244127473969
"Quick-witted","positive",5.75,1.736,5.333,5.474,4.389,"Outgoing",5,13,27,117.006365852794,0.441449214303087,0.00378787878787879,0.637179487179487,0.25,0.00945627226838356
"Quiet","positive",4.75,1.551,3.944,5.895,4.105,"Level-headed",1,10,12,27.7886474139289,0.236311620975264,0.003584229390681,0.72962962962963,0.316017316017316,0.0052625350449285
"Rational","positive",5.875,1.667,4.333,5.053,4.684,"Knowledgeable",3,42,28,384.037449463249,0.500756166372687,0.00416666666666667,0.694154084397987,0.220289855072464,0.00814783368846518
"Realistic","positive",5.875,1.906,3.722,4.579,4.737,"Knowledgeable",3,24,13,112.336349129302,0.265552638079793,0.00381679389312977,0.621376811594203,0.286786786786787,0.00464175770943408
"Refined","positive",5.625,1.618,4.444,4.895,3.842,"Level-headed",1,32,23,350.044637024052,0.428467577526134,0.00408163265306122,0.659610215053763,0.255892255892256,0.00914342635888447
"Reserved","positive",4.625,1.59,3.833,5.316,4.368,"Level-headed",1,20,9,70.9219616666664,0.179625411241027,0.0036231884057971,0.710526315789474,0.278325123152709,0.00422546415849083
"Respectable","positive",6.188,1.131,5.333,5.316,4.842,"Thoughtful",4,46,25,343.081756015861,0.516507121891523,0.00425531914893617,0.679549114331723,0.236619718309859,0.00676972895993186
"Respectful","positive",6.375,1.551,5.667,5.316,5.158,"Respectful",2,54,32,447.958635138472,0.680810518970329,0.00427350427350427,0.698462613556953,0.190424076607387,0.0096348031424624
"Romantic","positive",5.562,1.873,5.444,4.947,4.316,"Respectful",2,11,16,81.3519994065031,0.304699039486001,0.00367647058823529,0.5,0.259259259259259,0.00665183981981172
"Scientific","positive",5.188,1.869,3.111,5.263,3.947,"Knowledgeable",3,18,38,219.757594212289,0.670972621201082,0.00403225806451613,0.721132897603486,0.246753246753247,0.0110071915199349
"Self-controlled","positive",6,1.998,3.333,4.789,4.789,"Level-headed",1,52,23,288.156529315883,0.428584856441821,0.00431034482758621,0.648567119155354,0.226666666666667,0.00522974545896537
"Self-critical","positive",4.5,2.262,3.167,4.105,4.947,"Knowledgeable",3,12,10,33.7310348103231,0.165715261188435,0.00364963503649635,0.303030303030303,0.385281385281385,0.00269717159951608
"Self-sufficient","positive",6.062,1.801,3.167,5,5.053,"Knowledgeable",3,24,15,133.063725055364,0.241687886997068,0.00383141762452107,0.679951690821256,0.279352226720648,0.00538276425443671
"Sensitive","positive",4.938,1.536,4.833,4.789,4.579,"Respectful",2,20,22,127.780792035663,0.45077495931374,0.00373134328358209,0.752631578947368,0.241579558652729,0.008411214750108
"Sentimental","positive",5.5,1.886,4.333,4.789,4.947,"Respectful",2,7,16,23.1679815992376,0.289616807805973,0.00350877192982456,0.928571428571429,0.268774703557312,0.00591369186946332
"Sincere","positive",6.25,1.74,5.333,4.526,5,"Respectful",2,30,35,370.256414233827,0.720598951294789,0.0040983606557377,0.732567049808429,0.237980769230769,0.0137659250467583
"Skillful","positive",6.125,1.237,3.444,4.632,4.842,"Knowledgeable",3,27,18,107.313827382133,0.307485943975857,0.00390625,0.704178537511871,0.268686868686869,0.00447256154894792
"Smart","positive",6.25,1.768,3.722,4.789,4.684,"Knowledgeable",3,38,29,374.195119502092,0.514654445726243,0.0040983606557377,0.615220483641536,0.159656264133876,0.00827556889855153
"Sociable","positive",6.125,1.409,6,5.474,5.579,"Outgoing",5,23,25,264.488641686933,0.403340645594196,0.00386100386100386,0.704545454545454,0.237588652482269,0.00994782814208649
"Sophisticated","positive",5.5,1.536,4.167,5.368,4.053,"Level-headed",1,11,33,135.220667159645,0.587908286859927,0.00395256916996047,0.739393939393939,0.274841437632135,0.0110449203239508
"Stable","positive",6.25,1.417,4.222,5.211,5,"Level-headed",1,25,39,244.134690839537,0.695405927039746,0.004149377593361,0.737777777777778,0.271825396825397,0.0100884357338796
"Steady","positive",5.75,1.532,3.833,4.684,4.632,"Knowledgeable",3,28,20,113.31934905486,0.381217061350651,0.00383141762452107,0.680776014109347,0.229609929078014,0.0050910756644254
"Straightforward","positive",5.688,1.795,5.333,5.105,4.789,"Knowledgeable",3,20,22,186.403265274607,0.303787325028726,0.00390625,0.712280701754386,0.249709639953542,0.00693032385647267
"Studious","positive",5.375,1.829,3.611,4.684,3.684,"Knowledgeable",3,17,24,81.9716980234658,0.39454413771874,0.00389105058365759,0.779411764705882,0.380487804878049,0.00582829652860878
"Subtle","positive",5.312,1.505,4.333,4.105,3.789,"Level-headed",1,6,18,33.236155651443,0.313932953193044,0.00366300366300366,0.755555555555556,0.394927536231884,0.00604070929826537
"Talkative","positive",5.375,1.921,5.667,5.684,5.632,"Outgoing",5,18,10,56.3433591063076,0.124651142452681,0.0036101083032491,0.80718954248366,0.346560846560847,0.00347360398041854
"Thoughtful","positive",6.312,1.323,5,4.368,4.895,"Thoughtful",4,69,26,519.030357905255,0.565489865459241,0.00454545454545455,0.659136118215402,0.197088465845465,0.00676819267519724
"Thrifty","positive",5.067,1.839,2.944,4.421,4.263,"Knowledgeable",3,5,17,29.7366500678396,0.330834460971945,0.00357142857142857,0.75,0.367965367965368,0.00576234992817899
"Tough","positive",5.438,0.728,3.944,4.632,4.632,"Knowledgeable",3,8,20,92.9885649019994,0.285814161573658,0.00364963503649635,0.678571428571429,0.224867724867725,0.00769668097390427
"Unafraid","positive",5.688,2.262,3.556,4.211,3.947,"Thoughtful",4,15,11,76.772454091731,0.156230530818629,0.00364963503649635,0.636507936507936,0.261538461538462,0.00466423652422347
"Unassuming","positive",5.125,1.741,4.167,4.263,4.368,"Thoughtful",4,10,60,258.848594983543,0.986675332318571,0.00434782608695652,0.744444444444444,0.218633540372671,0.0177888633841719
"Understanding","positive",6.562,1.667,5.111,4.632,5.053,"Respectful",2,0,20,0,0.417869084534497,0.0036231884057971,0,0.510526315789474,0.0048845690193601
"Unenvious","positive",5.625,1.759,4.778,3.684,3.316,"Respectful",2,0,11,0,0.297211449647306,0.00337837837837838,0,0.781818181818182,0.00472993888008922
"Unprejudiced","positive",5.5,2.251,4.889,4.316,3.684,"Thoughtful",4,14,15,70.0530205388026,0.265021977972763,0.00367647058823529,0.813186813186813,0.248768472906404,0.00497901265631646
"Unpretentious","positive",5.812,1.844,4.444,4.474,4.263,"Thoughtful",4,17,28,125.725173874845,0.512292486062784,0.00393700787401575,0.761029411764706,0.344444444444444,0.00887277990957696
"Unselfish","positive",5.5,2.015,4.889,4.895,3.737,"Respectful",2,25,33,131.157096439786,0.667626955308582,0.00401606425702811,0.765555555555556,0.302480338777979,0.00853764431234599
"Untiring","positive",5.625,1.741,3.333,3.842,3.368,"Knowledgeable",3,7,15,27.5521836787716,0.221724326563146,0.00359712230215827,0.880952380952381,0.298701298701299,0.00450171926233819
"Verbal","positive",5.562,1.888,5.389,5.947,5.421,"Outgoing",5,9,13,37.0174797219648,0.161414837769833,0.00347222222222222,0.75,0.298701298701299,0.00400334015055113
"Versatile","positive",6.188,1.249,4.222,5,4.737,"Thoughtful",4,5,5,4.31963541450964,0.0874293034426348,0.00333333333333333,0.5,0.355555555555556,0.00212700455076341
"Warm","positive",6.25,1.176,5.444,5.368,5.105,"Respectful",2,13,47,186.617060725426,1,0.00411522633744856,0.769230769230769,0.332203389830509,0.0173806522052722
"Well-mannered","positive",6.188,1.724,5.556,5.632,5,"Respectful",2,29,13,47.1576977479152,0.326777807824149,0.00384615384615385,0.740147783251232,0.349593495934959,0.00413819345693072
"Well-organized","positive",5.938,2.154,3.611,5.737,4.737,"Knowledgeable",3,23,34,205.937015538675,0.615554093969624,0.004,0.679183135704875,0.270050125313283,0.00889862355712917
"Well-read","positive",5.75,2.325,3.667,4.368,4.211,"Knowledgeable",3,11,21,44.7124784970016,0.326149377324893,0.0037037037037037,0.793939393939394,0.252016129032258,0.00520451857222541
"Well-spoken","positive",5.75,2.304,5.611,5.947,4.579,"Thoughtful",4,18,19,161.593907182303,0.30866151979985,0.00381679389312977,0.696078431372549,0.258258258258258,0.00595214300452135
"Wise","positive",6.312,1.419,4.5,5.316,4.211,"Knowledgeable",3,23,14,115.69716042494,0.252622349994566,0.00381679389312977,0.547430830039526,0.244744744744745,0.00478081984560784
"Witty","positive",5.938,1.9,5.222,5.211,3.684,"Outgoing",5,13,20,66.5273388791483,0.32596474203056,0.0037037037037037,0.777777777777778,0.25,0.00717277521604731
